Parcel ID (TMK),Petition Number,Site Address,End Year
390190210000,A10070028,905 KAMILONUI PL,2016
390190220000,A05120068,895 KAMILONUI PL,2016
390190230000,A10120167,865 KAMILONUI PL,2021
390190240000,A10120168,855 KAMILONUI PL,2021
390190250000,A10070060,7460 HAWAII KAI DR,2016
410080450000,A10120130,KULAIWI ST,2021
410080460000,A10120181,HILU ST,2021
410080540000,A20040644A,1800 KALANIANAOLE HWY,2023
410080590000,A20040644B,1800 KALANIANAOLE HWY,2023
410080760000,A10140358,131 KULAIWI ST,2023
410080790000,A20040171,254 KULAIWI ST,2023
410092660000,A10140146,245 HIHIMANU ST,2023
410100030000,A10150027,909 MAHAILUA ST,2024
410100040000,A20040099,879 MAHAILUA ST,2023
410100050000,A10070053,855 MAHAILUA ST,2016
410100060000,A10160004,825 MAHAILUA ST,2025
410100080000,A10080080,928 KAKAINA ST,2017
410100130000,A10090005,936 KAKAINA ST,2018
410100210000,A10160035,874 WAIKUPANAHA ST,2025
410100220000,A10140359,964 KAKAINA ST,2023
410100290000,A10070396,1020 KAKAINA ST,2016
410100300000,A10140349,1023 KAKAINA ST,2023
410100310000,A05140033,1019 KAKAINA ST,2018
410100340000,A10140187,951 KAKAINA PL,2023
410100370000,A10140360,954 KAKAINA PL,2023
410100380000,A10140528,984 KAKAINA PL,2023
410100390000,A10140529,1009 KAKAINA ST,2023
410100400000,A10130115,977 KAKAINA ST,2022
410100410000,A10070063,955 KAKAINA ST,2016
410100420000,A05150031,937 KAKAINA ST,2019
410100430000,A10070057,921 KAKAINA ST,2016
410100440000,A10100037,910 WAIKUPANAHA ST,2019
410100590000,A20040286,978 WAIKUPANAHA ST,2023
410100630000,A20040061,1100 WAIKUPANAHA ST,2023
410100640000,A10070355,1143 WAIKUPANAHA ST,2016
410100670000,A10160253,1160 WAIKUPANAHA ST,2025
410100700000,A10070127,1020 WAIKUPANAHA ST,2016
410100880000,A10140274,1040 WAIKUPANAHA ST,2023
410101040000,A10070066,WAIKUPANAHA ST,2016
Parcel ID (TMK),Petition Number,Site Address,End Year
410130030000,A10090004,KALANIANAOLE HWY,2018
410130170000,A10140373,KALANIANAOLE HWY,2023
410130320000,A05160056,KALANIANAOLE HWY,2020
410180130000,A10070048,571 FLAMINGO ST,2016
410180140000,A10070156,565 FLAMINGO ST,2016
410180150000,A10080015,551 FLAMINGO ST,2017
410180160000,A05140277,545 FLAMINGO ST,2018
410180220000,A10100043,655 KUMUHAU ST,2019
410180290000,A10070115,659 KUMUHAU ST,2016
410180340000,A10150245,659 KUMUHAU ST,2024
410180360000,A10140361,659 KUMUHAU ST,2023
410180400000,A10070025,641 KUMUHAU ST,2016
410180470000,A10070024,KUMUHAU ST,2016
410180480000,A10150187,KUMUHAU ST,2024
410240120000,A10070281,860 KAKAINA ST,2016
410240130000,A10070282,860 KAKAINA ST,2016
410240130000,A10070283,860 KAKAINA ST,2016
410240140000,A10070284,860 KAKAINA ST,2016
410240140000,A10070285,860 KAKAINA ST,2016
410240150000,A05160058,812 KAKAINA ST,2020
410240160000,A05160059,KAKAINA ST,2020
410240180000,A10140057,821 WAIKUPANAHA ST,2023
410240200000,A10100192,756 MAHAILUA ST,2019
410240210000,A10070100,710 MAHAILUA ST,2016
410240220000,A10140552,732 KAKAINA ST,2023
410240230000,A10070312,668 KAKAINA ST,2016
410240240000,A10070341,656 KAKAINA ST,2016
410240250000,A10070380,639 KAULUKANU ST,2016
410240280000,A20040236,712 MOOIKI ST,2023
410240290000,A10070039,723 KAULUKANU ST,2016
410240300000,A10140190,730 MOOIKI ST,2023
410240310000,A10070314,717 WAIKUPANAHA ST,2016
410240320000,A20040030,760 KAULUKANU ST,2023
410240330000,A05160093,666 KAULUKANU ST,2020
410240340000,A10080044,650 KAULUKANU ST,2017
410240350000,A05140297,520 HIHIMANU ST,2018
410240360000,A10140348,635 MOKULAMA ST,2023
410240370000,A10140532,679 MOKULAMA ST,2023
410240380000,A10140533,MOKULAMA ST,2023
410240390000,AV10150007,709 MOKULAMA ST,2024
410240400000,AV10150008,MOKULAMA ST,2024
410240410000,A10070351,715 MOKULAMA ST,2016
410240420000,A10150153,659 WAIKUPANAHA ST,2024
Parcel ID (TMK),Petition Number,Site Address,End Year
410240430000,A10150008,765 MOKULAMA ST,2024
410240440000,A10150191,774 MOKULAMA ST,2024
410240450000,A10140537,555 WAIKUPANAHA ST,2023
410240460000,A05160172,540 MAKAKALO ST,2020
410240470000,A10070208,741 AHIKI ST,2016
410240480000,A10110197,502 MAKAKALO ST,2020
410240500000,A10130004,539 MAKAKALO ST,2022
410240510000,A10130005,569 MAKAKALO ST,2022
410240520000,A10130006,MAKAKALO ST,2022
410240530000,A10130007,587 MAKAKALO ST,2022
410240540000,A05120072,670 MOKULAMA ST,2016
410240550000,A10070350,630 MOKULAMA ST,2016
410240570000,A10160155,486 HIHIMANU ST,2025
410240590000,A05120073,464 HIHIMANU ST,2016
410240600000,A10070179,450 HIHIMANU ST,2016
410240610000,A10140363,450 HIHIMANU ST,2023
410240620000,A10070055,436 HIHIMANU ST,2016
410240630000,A10070056,AHIKI ST,2016
410240640000,A10140120,629 AHIKI ST,2023
410240650000,A05160013,426 HIHIMANU ST,2020
410240760000,A05140350,KAKAINA ST,2018
410240780000,A10140159,669 AHIKI ST,2023
410240790000,A10140364,708 KAKAINA ST,2023
410240800000,A10140365,769 MAHAILUA ST,2023
410240810000,A10140002,770 MAHAILUA ST,2023
410240820000,A10160161,745 MOOIKI ST,2025
410240840000,A20040029,730 KAULUKANU ST,2023
410240850000,A10130158,759 KAULUKANU ST,2022
410240860000,A10140049,755 KAULUKANU ST,2023
410240870000,A20040043,745 KAULUKANU ST,2023
410240890000,A10140060,462 HIHIMANU ST,2023
410240900000,A10140366,558 MAKAKALO ST,2023
410240910000,A10150005,MOKULAMA ST,2024
410240920000,A10150009,765 MOKULAMA ST,2024
410240930000,A10150010,765 MOKULAMA ST,2024
410240940000,A10140161,756 MOOIKI ST,2023
410240950000,A10070315,715 MOOIKI ST,2016
410240960000,A10140207,739 MOOIKI ST,2023
410240980000,A10150192,774 MOKULAMA ST,2024
410240990000,A10140151,620 KAULUKANU ST,2023
410241000000,A10140152,630 KAULUKANU ST,2023
410241010000,AV10150010,659 WAIKUPANAHA ST,2024
410241020000,A10150152,647 WAIKUPANAHA ST,2024
Parcel ID (TMK),Petition Number,Site Address,End Year
410241040000,A20040050,625 KAULUKANU ST,2023
410241050000,A10070331,720 MOOIKI ST,2016
410241060000,A10140367,574 MAKAKALO ST,2023
410241080000,A10150069,KAULUKANI ST,2024
410241160000,A10140208,695 KAULUKANU ST,2023
410241170000,A05160110,665 KAULUKANU ST,2020
410250060000,A10160009,849 KAKAINA ST,2025
410250070000,A10160010,849 KAKAINA ST,2025
410250080000,A10160156,829 KAKAINA ST,2025
410250090000,A10160135,829 KAKAINA ST,2025
410250100000,A05160126,659 MAHALUA ST,2020
410250110000,A10140369,647 MAHAILUA ST,2023
410250120000,A10080037,757 KAKAINA ST,2017
410250130000,A10080036,747 KAKAINA ST,2017
410250150000,A10070085,640 MAHAILUA ST,2016
410250160000,A10070086,640 MAHAILUA ST,2016
410250170000,A10070087,MAHAILUA ST,2016
410250180000,A10070088,640 MAHAILUA ST,2016
410250190000,A05160167,562 KUMUHAU ST,2020
410250210000,A10070104,604 MAHAILUA ST,2016
410250220000,A05120157,639 MAHAILUA ST,2016
410250230000,A05120158,638 KUMUHAU ST,2016
410250240000,A10140034,670 KUMUHAU ST,2023
410250250000,A10140035,KUMUHAU ST,2023
410250260000,A10140036,670 KUMUHAU ST,2023
410250270000,A10070378,720 KUMUHAU ST,2016
410250280000,A10140143,724 KUMUHAU ST,2023
410250290000,A10140139,726 KUMUHAU ST,2023
410250300000,A10140142,732 KUMUHAU ST,2023
410250310000,A10140370,KUMUHAU ST,2023
410250320000,A10140371,744 KUMUHAU ST,2023
410250330000,A10150159,937 WAIKUPANAHA ST,2024
410250340000,A10070349,949 WAIKUPANAHA ST,2016
410250340000,A10070392,949 WAIKUPANAHA ST,2016
410250350000,A10130049,951 WAIKUPANAHA ST,2022
410250550000,A10150059,739 KUMUHAU ST,2024
410250570000,A05140372,KUMUHAU ST,2018
410250590000,A10150070,41 KAKAINA ST,2024
410250600000,A10150032,711 KAKAINA ST,2024
410260050000,A10090197,WAIKUPANAHA ST,2018
410260060000,A10090196,139 WAIKUPANAHA ST,2018
410260090000,A10160024,610 NONOKIO ST,2025
410260100000,A10070343,310 HIHIMANU ST,2016
Parcel ID (TMK),Petition Number,Site Address,End Year
410260110000,A10160254,350 HIHIMANU ST,2025
410260150000,A10140038,430 WAIKUPANAHA ST,2023
410260170000,A10140070,500 WAIKUPANAHA ST,2023
410260180000,A10100180,512 WAIKUPANAHA ST,2019
410260190000,A10150185,530 WAIKUPANAHA ST,2024
410260240000,A05130019,202 HIHIMANU ST,2017
410260250000,A20040014A,208 HIHIMANU ST,2023
410260260000,A10080019,260 HIHIMANU ST,2017
410260270000,A05140235,250 HIHIMANU ST,2018
410260280000,A05140236,626 NONOKIO ST,2018
410260300000,A10120142,246 HIHIMANU ST,2021
410260310000,A05160041,244 HIHIMANU ST,2020
410260320000,A05160092,246 HIHIMANU ST,2020
410270020000,A10150071,563 WAIKUPANAHA PL,2024
410270050000,A10070107,570 WAIKUPANAHA PL,2016
410270060000,A10080027,608 WAIKUPANAHA ST,2017
410270070000,A10080033,614 WAIKUPANAHA ST,2017
410270080000,A10080034,628 WAIKUPANAHA ST,2017
410270100000,A10160136,672 WAIKUPANAHA ST,2025
410270110000,A10140527,858 KAULUKANU ST,2023
410270140000,A10150115,902 KAULUKANU ST,2024
410270180000,A10140530,711 KAULUKANU ST,2023
410270190000,A10140534,741 KAULUKANU PL,2023
410270250000,A05120207,740 KAULUKANU PL,2016
410270260000,A10160054,720 KAULUKANU PL,2025
410270270000,A20040131,831 KAULUKANU ST,2023
410270280000,A10080018,740 WAIKUPANAHA ST,2017
410270290000,A10140535,758 WAIKUPANAHA ST,2023
410270300000,A20040047,772 WAIKUPANAHA ST,2023
410350010000,A10150037,1009 MAHIKU PL,2024
410350020000,A10150110,999 MAHIKU PL,2024
410350030000,A20040470,969 MAHIKU PL,2023
410350040000,A05140232,949 MAHIKU PL,2018
410350050000,A10140374,929 MAHIKU PL,2023
410350060000,A05140115,909 MAHIKU PL,2018
410350070000,A10150035,889 MAHIKU PL,2024
410350080000,A20040766,869 MAHIKU PL,2023
410350090000,A10140199,849 MAHIKU PL,2023
410350110000,A10150015,890 MAHIKU PL,2024
410350120000,A10140538,910 MAHIKU PL,2023
410350130000,A10150040,950 MAHIKU PL,2024
410350140000,A10110249,970 MAHIKU PL,2020
420050080000,A10150202,KALANIANAOLE HWY,2024
Parcel ID (TMK),Petition Number,Site Address,End Year
420050090000,A10150203,KALANIANAOLE HWY,2024
420050100000,A10150204,KALANIANAOLE HWY,2024
420050110000,A10150205,KALANIANAOLE HWY,2024
420050120000,A10150206,KALANIANAOLE HWY,2024
420050130000,A10150213,KALANIANAOLE HWY,2024
420050140000,A10150214,KALANIANAOLE HWY,2024
420050150000,A10150215,KALANIANAOLE HWY,2024
420050160000,A10150216,KALANIANAOLE HWY,2024
420050170000,A10150217,KALANIANAOLE HWY,2024
420050180000,A10150218,KALANIANAOLE HWY,2024
420050190000,A10150219,KALANIANAOLE HWY,2024
420050200000,A10150220,KALANIANAOLE HWY,2024
420050210000,A10150221,KALANIANAOLE HWY,2024
420050220000,A10150222,KALANIANAOLE HWY,2024
420050230000,A10150223,KALANIANAOLE HWY,2024
420050240000,A10150224,KALANIANAOLE HWY,2024
420050250000,A10150225,KALANIANAOLE HWY,2024
420050260000,A10150207,KALANIANAOLE HWY,2024
420050270000,A10150208,KALANIANAOLE HWY,2024
420050280000,A10150209,KALANIANAOLE HWY,2024
420050290000,A10150210,KALANIANAOLE HWY,2024
420050300000,A10150211,KALANIANAOLE HWY,2024
420050310000,A10150212,KALANIANAOLE HWY,2024
420070020000,A10150240,1066 MAUNAWILI RD,2024
420070390000,A10090332,1144 MAUNAWILI LP RD,2018
420070400000,A10070152,1140 MAUNAWILI RD,2016
420070410000,A10140195,1130 MAUNAWILI RD,2023
420070420000,A05140204,1120 MAUNAWILI RD,2018
420120130001,A10090042,1009 MAUNAWILI RD,2018
420120130002,A10090043,1011 MAUNAWILI RD,2018
420140030000,A10080002,1003 AULOA RD,2017
420980110000,A10140347,137 OLD KALANIANAOLE RD,2023
420980200000,A10120154,101 KOOKU PL,2021
420980480000,A10120183,71 OLD KALANIANAOLE RD,2021
420980490000,A10120182,51 OLD KALANIANAOLE RD,2021
450210490000,A05160091,1053 ANOI RD,2020
460160130000,AV10100014,AHUI NANI PL,2019
470050010000,A10140129,263 AHAOLELO RD,2023
470050020000,A10140007,AHAOLELO RD,2023
470050050000,A10150018,255 AHAOLELO RD,2024
470050110000,A05140059,590 MAPELE PL,2018
470050450000,A05140375,604 UAPOAIHALA PL,2018
470050650000,A10140008,615 UAPOAIHALA PL,2023
Parcel ID (TMK),Petition Number,Site Address,End Year
470050660000,A05140283,565 MAPELE RD,2018
470050670000,A05140280,614 UAPOAIHALA PL,2018
470050680000,A10140376,624 UAPOAIHALA PL,2023
470050690000,A05140282,634 UAPOAIHALA PL,2018
470050700000,A10140378,591 MAPELE RD,2023
470050710000,A10090022,277 AHAOLELO RD,2018
470050720000,A10080011,289 AHAOLELO RD,2017
470050740000,A10140196,602 MAPELE RD,2023
470050750000,A05140247,590 MAPELE RD,2018
470050760000,A10140050,119 MAPELE WAY,2023
470050790000,A05140065,171 MAPELE WAY,2018
470050820000,A10140153,158 MAPELE WAY,2023
470050830000,A05160037,144 MAPELE WAY,2020
470050870000,A10150019,257 AHAOLELO RD,2024
470050880000,A10090044,420 MAPELE RD,2018
470050890002,A10140154,611 MAPELE RD,2023
470050920000,A10140333,611 MAPELE PL,2023
470050930000,A10140334,607 MAPELE PL,2023
470050950000,A10140380,619 MAPELE RD,2023
470050990000,A10070352,136 MAPELE WAY,2016
470051000000,A05160269,122 MAPELE WAY,2020
470060020000,A10110056,544 AHILAMA RD,2020
470060030000,A10110057,544 AHILAMA RD,2020
470070100000,A10140275,381 PULAMA RD,2023
470070160000,A10140382,874 AHILAMA RD,2023
470070360000,A10130245,285 PULAMA RD,2022
470120200000,A10070041,531 AHILAMA RD,2016
470130210000,A10140155,653 AHILAMA RD,2023
470130300000,A05140141,635 AHILAMA RD,2018
470140060000,A10160014,KAMEHAMEHA HWY,2025
470140260000,A10160019,710 KAMEHAMEHA HWY,2025
470150060000,A10160020,LAMAULA ST,2025
470150090000,A10070040,669 LAMAULA RD,2016
470150100000,A10160021,LAMAULA RD,2025
470150130000,A10140131,320 PULAMA RD,2023
470150140000,A10110076,401 PULAMA RD,2020
470160070000,A10070015,KAMEHAMEHA HWY,2016
470160360000,A10140189,120 PULAMA RD,2023
470250200000,A10140271,357 AHUIMANU RD,2023
470250220000,A10140272,357 AHUIMANU RD,2023
470250410000,A05150038,357 AHUIMANU RD,2019
470260020000,A10150020,AHILAMA RD,2024
470260050000,A10150021,AHILAMA RD,2024
Parcel ID (TMK),Petition Number,Site Address,End Year
470260240000,A10110058,519 AHILAMA RD,2020
470270010000,A10140121,157 AHAOLELO PL,2023
470270060000,A10110059,173 AHAOLELO RD,2020
470270180000,A10090282,239 AHAOLELO RD,2018
470270200000,A10140383,157 AHAOLELO PL,2023
470280020000,A10130023,140 AHAOLELO RD,2022
470280050000,A10140273,357 AHUIMANU RD,2023
470280290000,A10090380,204 AHAOLELO RD,2018
470280330000,A10140064,206 AHAOLELO RD,2023
470290010000,A05120093,282 AHAOLELO RD,2016
470290180000,A10090417,AHAOLELO RD,2018
470290330000,A05120094,280 AHAOLELO RD,2016
470320010000,A10140209,516 AHUIMANU RD,2023
470320020000,A05140384,524 AHUIMANU RD,2018
470320030000,A10110002,532 AHUIMANU RD,2020
470330010000,A10070267,600 AHILAMA RD,2016
470330060000,A10070353,411 WAIHEE PL,2016
470330140000,A05140463,334 MAPUMAPU RD,2018
470330150000,A10090003,324 MAPUMAPU RD,2018
470330160000,A10070375,310 MAPUMAPU RD,2016
470330160000,A10070376,310 MAPUMAPU RD,2016
470330170000,A10070129,308 MAHAKEA RD,2016
470330220000,A10070340,401 MAPUMAPU RD,2016
470330230000,A10070330,411 MAPUMAPU RD,2016
470330320001,A10070052,434 WAIHEE PL,2016
470330320002,A10070167,434 WAIHEE PL,2016
470330350000,A20030601,394 MAPUMAPU RD,2022
470390020000,A10090047,2 OKANA RD,2018
470390270000,A10130009,40 OKANA PL,2022
470420010000,A10080083,533 PULAMA RD,2017
470420030000,A10070034,802 KAMAKOI PL,2016
470420080000,A10080031,807 KAMAKOI PL,2017
470420090000,A10070062,803 KAMAKOI PL,2016
470420120000,A10070051,208 KAMAKOI RD,2016
470420170000,A10070027,227 KAMAKOI RD,2016
470420230000,A10140006,265 KAMAKOI RD,2023
470420250000,A10140239,875 AHILAMA RD,2023
470430060000,A10070199,766 LAMAULA RD,2016
470430270000,A05130002,725 LAMAULA PL,2017
470430430000,A10080040,719 AHILAMA RD,2017
470430480000,A10140335,735 AHILAMA PL,2023
470430540000,A10140210,761 AHILAMA RD,2023
470430720000,A10070092,460 PULAMA RD,2016
Parcel ID (TMK),Petition Number,Site Address,End Year
470470100000,A10080043,410 MAHAKEA RD,2017
470470150000,A10070020,433 MAHAKEA RD,2016
470470190000,A10070018,411 MAHAKEA RD,2016
470470200000,A10070209,405 MAHAKEA RD,2016
470470260000,A10070348,345 MAHAKEA RD,2016
470470330000,A10090028,814 AHILAMA RD,2018
470490070000,A10140150,706 MAPELE RD,2023
470570040000,A10070011,490 AHUIMANU RD,2016
470590100000,A10100036,630 UAKEA PL,2019
470630020000,A10090218,328 WAIHEE RD,2018
470640010000,A10080067,422 WAIHEE RD,2017
470640010000,AV0800002,422 WAIHEE RD,2017
480010010000,A10160270,12 KAMEHAMEHA HWY,2025
480010190000,A10090283,130 WAIAHOLE HMSTD RD,2018
480010200000,A10160120,86 KAMEHAMEHA HWY,2025
480050020000,A10100006,472 KAMEHAMEHA HWY,2019
480050080000,A10140336,464 KAMEHAMEHA ST,2023
480050100000,A05140182,449 HAUPOA ST,2018
480050110000,A10110038,448 HAUPOA ST,2020
480050160000,A10070386,466 HAUPOA ST,2016
480070100000,A20040872,240 WAIAHOLE HMSTD RD,2023
480080010000,A10150229,159 WAIAHOLE HMSTD RD,2024
480080230000,A10090025,120 KAMEHAMEHA HWY,2018
480080310000,A10150030,WAIAHOLE HMSTD RD,2024
480080320000,A10150157,171 WAIAHOLE HOMESTEAD RD,2024
480090010000,A10140240,166 KAMEHAMEHA HWY,2023
480090060000,A05160174,190 KAMEHAMEHA HWY,2020
480090290000,A10150029,218 KAMEHAMEHA HWY,2024
480100040000,A10160132,241 WAIAHOLE VALLEY RD,2025
480100070000,A10160201,254 KAMEHAMEHA HWY,2025
480110420000,A10140062,200 WAIAHOLE VALLEY RD,2023
480110480000,A20040963,264 WAIAHOLE VLY RD,2023
480120100000,A10140192,251 WAIAHOLE VALLEY RD,2023
480120210000,A20040869,449 WAIAHOLE VLY S BR RD,2023
480120220000,A10150053,440 WAIAHOLE VLY N BR RD,2024
480120320000,A10150116,435 WAIAHOLE VALLEY RD,2024
480120340000,A10070095,WAIAHOLE VALLEY RD,2016
480120350000,A10140337,WAIAHOLE VALLEY RD,2023
480120360000,A10150186,1797 WAIAHOLE VALLEY RD,2024
480120380000,A10150026,WAIAHOLE VALLEY S BRANCH RD,2024
480120410000,A20040878,367 WAIAHOLE VALLEY RD,2023
490010010000,A20040525,150 KAMEHAMEHA HWY,2023
490010110000,A20040527,145 KAMEHAMEHA HWY,2023
Parcel ID (TMK),Petition Number,Site Address,End Year
490010140000,A20040584,139 KAMEHAMEHA HWY,2023
490010180000,A10150151,65 KAMEHAMEHA HWY,2024
490020010000,A20040529,176 KAMEHAMEHA HWY,2023
490020020000,A20040530,KAMEHAMEHA HWY,2023
490020030000,A20040531,KAMEHAMEHA HWY,2023
490020050000,A20040532,KAMEHAMEHA HWY,2023
490030010000,A20040533,275 KAMEHAMEHA HWY,2023
490030140000,A20040536,KAMEHAMEHA HWY,2023
490030150000,A20040537,243 KAMEHAMEHA HWY,2023
490030160000,A20040538,KAMEHAMEHA HWY,2023
490030300000,A10140211,76 JOHNSON RD,2023
490040020000,A20040542,560 KAMEHAMEHA HWY,2023
490040090000,A20040543,KAMEHAMEHA HWY,2023
490050010000,A20040544,586 KAMEHAMEHA HWY,2023
510010010000,A20040545,114 KAMEHAMEHA HWY,2023
510010150000,A20040549,24 KAMEHAMEHA HWY,2023
510010160000,A20040550,22 KAMEHAMEHA HWY,2023
510010230000,A20040551,KAMEHAMEHA HWY,2023
510010240000,A20040552,KAMEHAMEHA HWY,2023
510010250000,A20040553,KAMEHAMEHA HWY,2023
510040010000,A20040554,KAMEHAMEHA HWY,2023
510070020000,A10150150,KAMEHAMEHA HWY,2024
510070030000,AV10150009,KAMEHAMEHA HWY,2024
510090010000,A10150036,188 KAMEHAMEHA HWY,2024
530010410000,A10100224,106 KAMEHAMEHA HWY,2019
530030010000,A10100226,270 KAMEHAMEHA HWY,2019
530030090000,A10140178,KAMEHAMEHA HWY,2023
530040020000,AV10150001,352 KAMEHAMEHA HWY,2024
530040050000,AV10100001,KAMEHAMEHA HWY,2019
530040060000,A10140179,KAMEHAMEHA HWY,2023
530040070000,A10150321,KAMEHAMEHA HWY,2024
530040130000,AV10100002,KAMEHAMEHA HWY,2019
530040180000,A10110147,370 KAMEHAMEHA HWY,2020
530040180000,AV10100008,370 KAMEHAMEHA HWY,2019
530040190000,A10110146,KAMEHAMEHA HWY,2020
530040190000,AV10100003,KAMEHAMEHA HWY,2019
530040380000,A10140013,354 KAMEHAMEHA HWY,2023
530050070000,A05160177,374 KAMEHAMEHA HWY,2020
530050070000,A05160180,374 KAMEHAMEHA HWY,2020
530050070000,A05160182,374 KAMEHAMEHA HWY,2020
530050070000,A05160183,374 KAMEHAMEHA HWY,2020
530050070000,A05160184,374 KAMEHAMEHA HWY,2020
530050100000,A10070033,416 KAMEHAMEHA HWY,2016
Parcel ID (TMK),Petition Number,Site Address,End Year
530050110000,A10140385,416 KAMEHAMEHA HWY,2023
530050120000,A05160179,KAMEHAMEHA HWY,2020
530050250000,A05160181,KAMEHAMEHA HWY,2020
530050260000,A05160178,KAMEHAMEHA HWY,2020
530050450003,A10150246,416 KAMEHAMEHA HWY,2024
530050450004,A05120208,416 KAMEHAMEHA HWY,2016
530050500000,A10140061,416 KAMEHAMEHA HWY,2023
530050510000,A10080087,416 KAMEHAMEHA HWY,2017
530050580000,A10090048,412 KAMEHAMEHA HWY,2018
530060050000,A10070324,480 KAMEHAMEHA HWY,2016
530060130000,A10150066,KAMEHAMEHA HWY,2024
530060140000,A10150067,532 KAMEHAMEHA HWY,2024
530060150000,A10140213,530 KAMEHAMEHA HWY,2023
530060310000,A05140201,490 KAMEHAMEHA HWY,2018
530070070001,A05140076,310 PUNALUU VALLEY RD,2018
530070070003,A10160039,310 PUNALUU VALLEY RD,2025
530070130000,A20040021,368 PUNALUU VALLEY RD,2023
530070150000,A10140010,350 PUNALUU VALLEY RD,2023
530070180000,A10140180,KAMEHAMEHA HWY,2023
530070190000,A10140181,KAMEHAMEHA HWY,2023
530070200001,A10140011,350 PUNALUU VALLEY RD,2023
530070230000,AV10100011,368 KAMEHAMEHA HWY,2019
530090080000,A10080082,73 PUHULI ST,2017
530090230000,A05160240,KAMEHAMEHA HWY,2020
530090670001,A05160053,720 KAMEHAMEHA HWY,2020
530090670002,A05160052,720 KAMEHAMEHA HWY,2020
530090680001,A05160006,772 KAMEHAMEHA HWY,2020
530090690001,A05160124,772 KAMEHAMEHA HWY,2020
530090690002,A05160125,772 KAMEHAMEHA HWY,2020
530090700001,A05160122,772 KAMEHAMEHA HWY,2020
530090710001,A05140084,KAMEHAMEHA HWY,2018
530090710002,A05140085,KAMEHAMEHA HWY,2018
530090720001,A05140086,KAMEHAMEHA HWY,2018
530090720002,A05140087,KAMEHAMEHA HWY,2018
530090730001,A10140039,KAMEHAMEHA HWY,2023
530090740001,A20040854,KAMEHAMEHA HWY,2023
530090740002,A20040855,KAMEHAMEHA HWY,2023
530090750001,A10160154,64 PUHULI ST,2025
530090750002,A10160241,64 PUHULI ST,2025
530090760001,A10160255,KAMEHAMEHA HWY,2025
530090760002,AV10140010,KAMEHAMEHA HWY,2023
530090770001,A10160264,KAMEHAMEHA HWY,2025
530090770002,AV10140003,KAMEHAMEHA HWY,2023
Parcel ID (TMK),Petition Number,Site Address,End Year
530090780001,A10160271,KAMEHAMEHA HWY,2025
530090780002,AV10140008,KAMEHAMEHA HWY,2023
530090790001,A10160256,KAMEHAMEHA HWY,2025
530090790002,AV10140005,KAMEHAMEHA HWY,2023
530090800001,A05140088,KAMEHAMEHA HWY,2018
530090800002,A05140089,KAMEHAMEHA HWY,2018
530090810001,A05140090,KAMEHAMEHA HWY,2018
530090810002,A05140091,KAMEHAMEHA HWY,2018
530090820001,A05140092,KAMEHAMEHA HWY,2018
530090820002,A05140093,KAMEHAMEHA HWY,2018
530090840001,A10110016,KAMEHAMEHA HWY,2020
530090840002,A10110017,KAMEHAMEHA HWY,2020
530090850001,A10110018,KAMEHAMEHA HWY,2020
530090850002,A10110019,KAMEHAMEHA HWY,2020
