Parcel ID (TMK),Petition Number,Site Address,End Year
410240880000,A10170091,41-474 HIHIMANU ST,2026
410240890000,A10240151,41-462 HIHIMANU ST,2033
410240910000,A10150005,MOKULAMA ST,2024
410240920000,A10150009,41-765 C MOKULAMA ST,2024
410240930000,A10150010,41-765 MOKULAMA ST,2024
410240950000,A10170076,41-715 MOOIKI ST,2026
Parcel ID (TMK),Petition Number,Site Address,End Year
410240960000,A10240172,41-739 MOOIKI ST,2033
410240980000,A10150192,41-774 MOKULAMA ST,2024
410240990000,A05240387,41-620 KAULUKANU ST,2028
410241000000,A10240174,41-630 KAULUKANU ST,2033
410241010000,A10220058,41-653 WAIKUPANAHA ST,2031
410241020000,A10150152,41-647 WAIKUPANAHA ST,2024
410241030000,A10220092,41-639 WAIKUPANAHA ST,2031
410241050000,A10180050,41-720 MOOIKI ST,2027
410241070000,A10180014,41-545 WAIKUPANAHA ST,2027
410241080000,A10240173,KAULUKANU ST,2033
410241160000,A10230121,41-695 KAULUKANU ST,2032
410241170000,A05210064,41-665 KAULUKANU ST,2025
410241240000,A10230023,41-741 MAHAILUA ST,2032
410241250000,A05240385,41-668 KAULUKANU ST,2028
410241260000,A10240150,41-666 KAULUKANU ST,2033
410241270000,A10240171,41-660 KAULUKANU ST,2033
410250040001,A10220068,41-875 A KAKAINA ST,2031
410250040002,A10170167,41-875 KAKAINA ST,2026
410250060000,A10160009,41-849 KAKAINA ST,2025
410250070000,A10160010,41-849 KAKAINA ST,2025
410250080000,A10160156,41-829 KAKAINA ST,2025
410250090000,A10160135,41-829 A KAKAINA ST,2025
410250100000,A05210107,41-659 MAHAILUA ST,2025
410250110000,A10240137,41-647 MAHAILUA ST,2033
410250120000,A10180102,41-747 KAKAINA ST,2027
410250130000,A10180101,41-747 KAKAINA ST,2027
410250140000,A10170024,41-719 KAKAINA ST,2026
410250150000,A10170106,41-640 MAHAILUA ST,2026
410250160000,A10170107,41-640 MAHAILUA ST,2026
410250170000,A10170108,MAHAILUA ST,2026
410250180000,A10170109,41-640 A MAHAILUA ST,2026
410250190000,A10210108,41-562 KUMUHAU ST,2030
410250220000,A10180089,41-639 MAHAILUA ST,2027
410250230000,A10180088,41-638 KUMUHAU ST,2027
410250240000,A10230077,41-670 KUMUHAU ST,2032
410250250000,A10230079,KUMUHAU ST,2032
410250260000,A10230078,41-670 KUMUHAU ST,2032
410250270000,A10170078,41-720 KUMUHAU ST,2026
410250280000,A10240379,41-724 KUMUHAU ST,2033
410250290000,A10240272,41-726 KUMUHAU ST,2033
410250300000,A10240160,41-732 KUMUHAU ST,2033
410250310000,A10240535,KUMUHAU ST,2033
410250320000,A10240350,41-744 KUMUHAU ST,2033
Parcel ID (TMK),Petition Number,Site Address,End Year
410250330000,A10150159,41-937 WAIKUPANAHA ST,2024
410250350000,A10240230,41-951 WAIKUPANAHA ST,2033
410250550000,A05240575,41-739 KUMUHAU ST,2028
410250580000,A10170158,41-709 KAKAINA ST,2026
410250590000,A10150070,41-717 KAKAINA ST,2024
410250600000,A10150032,41-711 KAKAINA ST,2024
410250670000,A05200043,41-604  MAHAILUA ST,2024
410250680000,A05220054,41-604 MAHAILUA ST,2026
410250690000,A05200045,41-604 MAHAILUA ST,2024
410260050000,A10200062,41-139 WAIKUPANAHA ST,2029
410260060000,A10200061,41-139 WAIKUPANAHA ST,2029
410260090000,A10160024,41-610 NONOKIO ST,2025
410260110000,A10160254,41-350 HIHIMANU ST,2025
410260150000,A10240071,41-430 WAIKUPANAHA ST,2033
410260170000,A10240068,41-500 WAIKUPANAHA ST,2033
410260180000,A10200065,41-512 WAIKUPANAHA ST,2029
410260190000,A10150185,41-530 WAIKUPANAHA ST,2024
410260240000,A05230057,41-202 HIHIMANU ST,2027
410260250000,A10240009,41-208 HIHIMANU ST,2033
410260280000,A10200001,41-626 NONOKIO ST,2029
410260300000,A10220053,41-246 HIHIMANU ST,2031
410260310000,A10210241,41-244 HIHIMANU ST,2030
410260320000,A05220038,41-240 HIHIMANU ST,2026
410270010000,A10180030,41-568 WAIKUPANAHA PL,2027
410270020000,A10150071,41-563 WAIKUPANAHA PL,2024
410270050000,A10190079,41-570 WAIKUPANAHA PL,2028
410270060000,A10180065,41-608 WAIKUPANAHA ST,2027
410270070000,A10180066,41-614 WAIKUPANAHA ST,2027
410270080000,A10180064,41-628 WAIKUPANAHA ST,2027
410270100000,A10160136,41-672 WAIKUPANAHA ST,2025
410270120000,A10240315,41-878 KAULUKANU ST,2033
410270140000,A10150115,41-902 KAULUKANU ST,2024
410270190000,A10240037,41-741 KAULUKANU PL,2028
410270250000,A10220048,41-740 KAULUKANU PL,2031
410270260000,A10160054,41-720 KAULUKANU PL,2025
410270270000,A10240138,41-831 KAULUKANU ST,2033
410270280000,A10200060,41-740 WAIKUPANAHA ST,2029
410270290000,A10240036,41-758 WAIKUPANAHA ST,2028
410270300000,AD10240181,41-772 WAIKUPANAHA ST,2033
410350010000,A10150037,41-1009 MAHIKU PL,2024
410350020000,A10150110,41-999 MAHIKU PL,2024
410350030000,A05240273,41-969 MAHIKU PL,2028
410350040000,A10240145,41-949 MAHIKU PL,2033
Parcel ID (TMK),Petition Number,Site Address,End Year
410350050000,A10240305,41-929 MAHIKU PL,2033
410350070000,A10150035,41-889 MAHIKU PL,2024
410350080000,A05240146,41-869 MAHIKU PL,2028
410350090000,A10240120,41-849 MAHIKU PL,2033
410350100000,A10180084,41-830 MAHIKU PL,2027
410350110000,A10150015,41-890 MAHIKU PL,2024
410350120000,A10240337,41-910 MAHIKU PL,2033
410350130000,A10150040,41-950 MAHIKU PL,2024
410350190000,A05220046,41-969 WAIKUPANAHA ST,2026
420050080000,A10240002,42-100 OLD KALANIANAOLE RD,2033
420050090000,A10240003,42-100 OLD KALANIANAOLE RD,2033
420050100000,A10240004,42-100 OLD KALANIANAOLE RD,2033
420050110000,A10150205,42-100 OLD KALANIANAOLE RD,2024
420050120000,A10240005,42-100 OLD KALANIANAOLE RD,2033
420050130000,A10200114,42-100 OLD KALANIANAOLE RD,2029
420050140000,A10210100,42-100 OLD KALANIANAOLE RD,2030
420050170000,A10220093,42-100 OLD KALANIANAOLE RD,2031
420050180000,A10240040,42-100 OLD KALANIANAOLE RD,2033
420050200000,A10210020,42-38 OLD KALANIANAOLE RD,2030
420050230000,A10150223,42-100 OLD KALANIANAOLE RD,2024
420050240000,A10210103,42-100 OLD KALANIANAOLE HWY,2030
420050250000,A10230144,42-100 OLD KALANIANAOLE RD,2032
420050280000,A10210041,42-100 KALANIANAOLE RD,2030
420050290000,A10150210,OLD KALANIANAOLE RD,2024
420050300000,A10180138,OLD KALANIANAOLE RD,2027
420070020001,A10150240,1066 MAUNAWILI RD,2024
420070110000,A10240144,1052 MAUNAWILI LP,2033
420070390000,A10190287,1144 MAUNAWILI LP RD,2028
420070400000,A10170123,1140 MAUNAWILI RD,2026
420110240000,A10240351,1159 MAUNAWILI RD,2033
420120130001,A10190031,1009 MAUNAWILI RD,2028
420120130002,A10190032,1011 MAUNAWILI RD,2028
420140030000,A10180029,1003 AULOA RD,2027
420630310002,A10230110,1008 LOPAKA WAY,2032
420630380004,A10240176,LOPAKA PL,2033
420980110000,A10240070,42-137 OLD KALANIANAOLE RD,2033
420980200000,A10220031,42-101 KOOKU PL,2031
450210490000,A05210099,45-1053 G ANOI RD,2025
460160130000,AV10200014,AHUI NANI PL,2029
470050050000,A10150018,47-255 AHAOLELO RD,2024
470050110000,A10190033,47-590 MAPELE PL,2028
470050140000,A10220002,47-555 MAPELE PL,2031
470050150000,A10220051,47-619 MAPELE PL,2031
Parcel ID (TMK),Petition Number,Site Address,End Year
470050650000,A05240232,47-615 UAPOAIHALA PL,2028
470050660000,A10190164,47-565 MAPELE RD,2028
470050670000,A10190163,47-614 UAPOAIHALA PL,2028
470050680000,A10240140,47-624 UAPOAIHALA PL,2028
470050690000,A10190294,47-634 UAPOAIHALA PL,2028
470050710000,A05240345,47-277 AHAOLELO RD,2028
470050720000,A10180073,47-289 AHAOLELO RD,2027
470050740000,A05240388,47-602 MAPELE RD,2028
470050750000,A10190176,47-590 MAPELE RD,2028
470050790000,A05190041,47-171 MAPELE WAY,2028
470050820000,A05240360,47-158 MAPELE WAY,2028
470050830000,A05210054,47-144 MAPELE WAY,2025
470050870000,A10150019,47-257 AHAOLELO RD,2024
470050880000,A10210161,47-420 MAPELE RD,2030
470050920000,A10240134,47-611 MAPELE PL,2033
470050930000,A10240135,47-607 MAPELE PL,2033
470050940000,A10210004,47-251 AHAOLELO RD,2030
470051000000,A05210056,47-122 MAPELE WAY,2025
470060020000,A10220019,47-544 AHILAMA RD,2031
470060030000,A10220020,47-544 A AHILAMA RD,2031
470070100000,A10230094,47-381 PULAMA RD,2032
470070160000,A10240313,47-874 AHILAMA RD,2033
470070320000,A10220003,47-860 AHILAMA RD,2031
470070320000,A10240001,47-860 AHILAMA RD,2033
470070360000,A10230093,47-285 PULAMA RD,2032
470120200000,A10170026,47-531 AHILAMA RD,2026
470130210000,AD10240121,47-653 AHILAMA RD,2033
470130300000,A10240156,47-635 AHILAMA RD,2033
470140060000,A10160014,KAMEHAMEHA HWY,2025
470140260000,A10160019,47-710 KAMEHAMEHA HWY,2025
470150060000,A10160020,LAMAULA ST,2025
470150090000,A10170007,47-669 LAMAULA RD,2026
470150100000,A10160021,LAMAULA RD,2025
470150130000,A05240133,47-320 PULAMA RD,2028
470150140000,A10210096,47-401 PULAMA RD,2030
470160070000,A10170008,KAMEHAMEHA HWY,2026
470250200000,A10240075,47-357 E2 AHUIMANU RD,2033
470250220000,A10240095,47-357 E1 AHUIMANU RD,2033
470250460007,AV10210007,47-357 B6 AHUIMANU RD,2030
470250460008,AV10210008,47-357 B7 AHUIMANU RD,2030
470250460009,AV10210009,47-357 B8 AHUIMANU RD,2030
470250460010,AV10210010,47-357 B9 AHUIMANU RD,2030
470250460011,AV10200001,47-357 B10 AHUIMANU RD,2029
Parcel ID (TMK),Petition Number,Site Address,End Year
470250460012,AV10200002,47-357 B11 AHUIMANU RD,2029
470250460013,AV10210011,47-357 B12 AHUIMANU RD,2030
470260020000,A10150020,AHILAMA RD,2024
470260050000,A10150021,AHILAMA RD,2024
470260240000,A10220021,47-519 AHILAMA RD,2031
470270010000,A10240352,47-157 AHAOLELO PL,2033
470270060000,A10220022,47-173 AHAOLELO RD,2031
470270200000,A10240389,47-157 AHAOLELO PL,2033
470280050000,A10240076,47-357 E AHUIMANU RD,2033
470280290000,A10200020,47-204 I AHAOLELO RD,2029
470280330000,A10240152,47-206 A AHAOLELO RD,2033
470280360000,A10170044,47-212 AHAOLELO RD,2026
470290100000,AV10190019,47-396 AHAOLELO RD,2028
470320010000,A10240080,47-516 AHUIMANU RD,2033
470320020000,A10190167,47-524 AHUIMANU RD,2028
470330010000,A10170132,47-600 AHILAMA RD,2026
470330060000,A10170103,47-411 WAIHEE PL,2026
470330140000,A05240141,47-334 MAPUMAPU RD,2028
470330150001,A10190187,47-324 MAPUMAPU RD,2028
470330160000,A10170140,47-310 MAPUMAPU RD,2026
470330170000,A10220029,47-308 MAHAKEA RD,2031
470330320002,A10170095,47-434 A WAIHEE PL,2026
470330350000,A10230027,47-394 MAPUMAPU RD,2032
470390020000,A10200003,47-2 OKANA RD,2029
470390270000,A10230049,47-40 OKANA PL,2032
470420010000,A10180049,47-533 PULAMA RD,2027
470420040000,A10190186,47-806 KAMAKOI PL,2028
470420080000,A10180001,47-807 KAMAKOI PL,2027
470420120000,A10170028,47-208 KAMAKOI RD,2026
470420170000,A10170029,47-227 KAMAKOI RD,2026
470420230000,A10240332,47-265 KAMAKOI RD,2033
470420250000,A10240218,47-875 AHILAMA RD,2033
470430210000,A10210122,47-725 LAMALAMA PL,2025
470430400000,A10200113,47-440 PULAMA RD,2029
470430430000,A10180074,47-719 AHILAMA RD,2027
470430480000,A10240390,47-735 AHILAMA PL,2033
470430540000,A10240010,47-761 AHILAMA RD,2033
470470090000,A10210163,47-404 MAHAKEA RD,2030
470470100000,A10210162,47-410 MAHAKEA RD,2030
470470150000,A10170030,47-433 MAHAKEA RD,2026
470470260000,A10170127,47-345 MAHAKEA RD,2026
470470330000,A10190018,47-814 AHILAMA RD,2028
470490070000,A10240311,47-706 MAPELE RD,2033
Parcel ID (TMK),Petition Number,Site Address,End Year
470590100000,A10200021,47-630 UAKEA PL,2029
470630020000,A10190109,47-328 WAIHEE RD,2028
470640010000,A10180035,47-422 WAIHEE RD,2027
480010010000,A10160270,48-12 KAMEHAMEHA HWY,2025
480010200000,A10160120,48-86 KAMEHAMEHA HWY,2025
480050020000,A10200049,48-472 KAMEHAMEHA HWY,2029
480050080000,A10240107,48-464 KAMEHAMEHA ST,2033
480050100000,A10190030,48-449 HAUPOA ST,2028
480050110000,A10210044,48-448 HAUPOA ST,2030
480050160000,A10170016,48-466 HAUPOA ST,2026
480070090000,A10170006,48-210 WAIAHOLE HMSTD RD,2026
480070100000,A10240335,48-240 WAIAHOLE HMSTD RD,2033
480080010000,A10150229,48-159 WAIAHOLE HMSTD RD,2024
480080020000,A10230044,48-211 WAIAHOLE HMSTD RD,2032
480080080000,A10180061,WAIAHOLE VALLEY RD,2027
480080100000,A10180130,48-197 WAIAHOLE HOMESTEAD RD,2027
480080230000,A10190166,48-120 KAMEHAMEHA HWY,2028
480080310000,A10150030,WAIAHOLE HMSTD RD,2024
480080320000,A10150157,48-171 WAIAHOLE HOMESTEAD RD,2024
480090010000,A10240219,48-166 KAMEHAMEHA HWY,2033
480090060000,A10210176,48-190 KAMEHAMEHA HWY,2030
480090290000,A10150029,48-218 KAMEHAMEHA HWY,2024
480090330000,A10180025,48-198 KAMEHAMEHA HWY,2027
480100030000,A10190293,48-294 KAMEHAMEHA HWY,2028
480100040000,A10160132,48-241 WAIAHOLE VALLEY RD,2025
480100070000,A10160201,48-254 KAMEHAMEHA HWY,2025
480110010000,A10170098,48-235 WAIAHOLE HOMESTEAD RD,2026
480110010000,A10170099,48-235 WAIAHOLE HOMESTEAD RD,2026
480110420000,A10240494,48-200 WAIAHOLE VALLEY RD,2033
480120220000,A10150053,48-440 WAIAHOLE VLY N BR RD,2024
480120230000,A10220043,48-323 WAIAHOLE VLY N BR RD,2031
480120320000,A10150116,48-435 WAIAHOLE VALLEY RD,2024
480120340000,A10170049,WAIAHOLE VALLEY RD,2026
480120350000,A10240331,WAIAHOLE VALLEY RD,2033
480120360000,A10150186,48-1797 D WAIAHOLE VALLEY RD,2024
480120380000,A10150026,WAIAHOLE VALLEY S BRANCH RD,2024
480120400000,A10200005,WAIAHOLE VALLEY S BRANCH RD,2029
480120410000,A10240148,48-367 WAIAHOLE VALLEY RD,2033
480120490000,A10200004,WAIAHOLE VALLEY RD,2029
490010010000,A10240250,49-150 KAMEHAMEHA HWY,2033
490010110000,A10240251,49-145 KAMEHAMEHA HWY,2033
490010140000,A10240252,49-139 KAMEHAMEHA HWY,2033
490010180000,A10150151,49-65 KAMEHAMEHA HWY,2024
Parcel ID (TMK),Petition Number,Site Address,End Year
490020010000,A10240253,49-176 KAMEHAMEHA HWY,2033
490020020000,A10240254,KAMEHAMEHA HWY,2033
490020030000,A10240255,KAMEHAMEHA HWY,2033
490020050000,A10240256,KAMEHAMEHA HWY,2033
490030010000,A10240257,49-275 KAMEHAMEHA HWY,2033
490030140000,A10240258,KAMEHAMEHA HWY,2033
490030150000,A10240259,49-243 KAMEHAMEHA HWY,2033
490030160000,A10240260,KAMEHAMEHA HWY,2033
490030300000,A10240147,49-76 JOHNSON RD,2033
490040020000,A10240261,49-560 KAMEHAMEHA HWY,2033
490040090000,A10240262,KAMEHAMEHA HWY,2033
490050010000,A10240263,49-586 KAMEHAMEHA HWY,2033
510010010000,A10240264,51-114 KAMEHAMEHA HWY,2033
510010150000,A10240265,51-24 KAMEHAMEHA HWY,2033
510010160000,A10240266,51-22 KAMEHAMEHA HWY,2033
510010230000,A10240267,KAMEHAMEHA HWY,2033
510010240000,A10240268,KAMEHAMEHA HWY,2033
510010250000,A10240269,KAMEHAMEHA HWY,2033
510040010000,A10240270,KAMEHAMEHA HWY,2033
510070020000,A10150150,KAMEHAMEHA HWY,2024
510070030000,AV10150009,KAMEHAMEHA HWY,2024
530010410000,A10200103,53-106 KAMEHAMEHA HWY,2029
530030010000,A10200104,53-270 KAMEHAMEHA HWY,2029
530030090000,A10240077,KAMEHAMEHA HWY,2028
530040020000,AV10150001,53-352 KAMEHAMEHA HWY,2024
530040050000,AV10200015,KAMEHAMEHA HWY,2029
530040060000,A10240078,KAMEHAMEHA HWY,2033
530040070000,A10150321,KAMEHAMEHA HWY,2024
530040130000,AV10200012,KAMEHAMEHA HWY,2029
530040180000,A10210151,53-370 A KAMEHAMEHA HWY,2030
530040190000,A10210152,KAMEHAMEHA HWY,2030
530050070000,A10210133,53-374 B KAMEHAMEHA HWY,2030
530050070000,A10210134,53-374 B KAMEHAMEHA HWY,2030
530050070000,A10210135,53-374 B KAMEHAMEHA HWY,2030
530050070000,A10210136,53-374 B KAMEHAMEHA HWY,2030
530050070000,A10210139,53-374 B KAMEHAMEHA HWY,2030
530050100000,A10170077,53-416 A KAMEHAMEHA HWY,2026
530050110000,A10240380,53-416 G KAMEHAMEHA HWY,2033
530050120000,A10210137,KAMEHAMEHA HWY,2030
530050250000,A10210138,KAMEHAMEHA HWY,2030
530050260000,A10210132,KAMEHAMEHA HWY,2030
530050450003,A10150246,53-416 J KAMEHAMEHA HWY,2024
530050510000,A10210057,53-416 B KAMEHAMEHA HWY,2030
Parcel ID (TMK),Petition Number,Site Address,End Year
530050580000,A10230021,53-412 A KAMEHAMEHA HWY,2032
530060050000,AV10190022,53-480 KAMEHAMEHA HWY,2028
530060130000,A10150066,KAMEHAMEHA HWY,2024
530060140000,A10150067,53-532 KAMEHAMEHA HWY,2024
530060150000,A10240094,53-530 KAMEHAMEHA HWY,2033
530070070001,A05240106,53-310 A PUNALUU VALLEY RD,2028
530070070003,A10160039,53-310 C PUNALUU VALLEY RD,2025
530070130000,A10240057,53-368 PUNALUU VALLEY RD,2033
530070130000,A10240058,53-368 PUNALUU VALLEY RD,2033
530070150000,A10240056,53-350 PUNALUU VALLEY RD,2033
530070180000,A10240314,KAMEHAMEHA HWY,2033
530070190000,A10240079,KAMEHAMEHA HWY,2033
530070200001,A10240052,53-354 PUNALUU VALLEY RD,2033
530070200007,A10220004,53-354 KAMEHAMEHA HWY,2031
530070230000,A10200105,53-368 D KAMEHAMEHA HWY,2029
530090670001,A10210068,53-720 KAMEHAMEHA HWY,2030
530090670002,A10210067,53-720 KAMEHAMEHA HWY,2030
530090680001,A05210024,53-772 KAMEHAMEHA HWY,2025
530090690001,A05240188,53-772 KAMEHAMEHA HWY,2028
530090690002,A05240189,53-772 KAMEHAMEHA HWY,2028
530090700001,A05240190,53-772 KAMEHAMEHA HWY,2028
530090700002,A05240191,53-772 KAMEHAMEHA HWY,2028
530090710001,A05240192,53-720 KAMEHAMEHA HWY,2028
530090710002,A05240193,53-720 KAMEHAMEHA HWY,2028
530090720001,A05240194,53-720 KAMEHAMEHA HWY,2028
530090720002,A05240195,53-720 KAMEHAMEHA HWY,2028
530090750001,A10160154,53-64 PUHULI ST,2025
530090750002,A10160241,53-64 PUHULI ST,2025
530090760001,A10160255,53 KAMEHAMEHA HWY,2025
530090770001,A10160264,53 KAMEHAMEHA HWY,2025
530090780001,A10160271,53 KAMEHAMEHA HWY,2025
530090790001,A10160256,53 KAMEHAMEHA HWY,2025
530090800001,A05240196,53-720 KAMEHAMEHA HWY,2028
530090800002,A05240197,53-720 KAMEHAMEHA HWY,2028
530090810001,A05240198,53-720 KAMEHAMEHA HWY,2028
530090810002,A05240199,53-720 KAMEHAMEHA HWY,2028
530090820001,A05240200,53-720 KAMEHAMEHA HWY,2028
530090820002,A05240201,53-720 KAMEHAMEHA HWY,2028
530090840001,A10210012,53 KAMEHAMEHA HWY,2030
530090840002,A10210011,53 KAMEHAMEHA HWY,2030
530090850001,A10210013,53 KAMEHAMEHA HWY,2030
530090850002,A10210014,53 KAMEHAMEHA HWY,2030
530090860001,A10210015,53 KAMEHAMEHA HWY,2030
Parcel ID (TMK),Petition Number,Site Address,End Year
530090860002,A10210016,53 KAMEHAMEHA HWY,2030
530090870001,A10210017,53 KAMEHAMEHA HWY,2030
530090870002,A10210018,53 KAMEHAMEHA HWY,2030
530090880001,A05240202,53-720 KAMEHAMEHA HWY,2028
530090880002,A05240203,53-720 KAMEHAMEHA HWY,2028
530090890001,A05240204,53-720 KAMEHAMEHA HWY,2028
530090890002,A05240205,53-720 KAMEHAMEHA HWY,2028
530090900001,A05240206,53-720 KAMEHAMEHA HWY,2028
530090900002,A05240207,53-720 KAMEHAMEHA HWY,2028
530090910001,A05240208,53-720 KAMEHAMEHA HWY,2028
530090910002,A05240209,53-720 KAMEHAMEHA HWY,2028
530090920001,A05240210,53-720 KAMEHAMEHA HWY,2028
530090920002,A05240211,53-720 KAMEHAMEHA HWY,2028
530090940001,A05240212,53-720 KAMEHAMEHA HWY,2028
530090940002,A05240213,53-720 KAMEHAMEHA HWY,2028
530090950001,A05240214,53-720 KAMEHAMEHA HWY,2028
530090950002,A05240215,53-720 KAMEHAMEHA HWY,2028
